,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,meal,country,market_segment,reserved_room_type,customer_type,adr,total_of_special_requests,date
15216,Resort Hotel,33,2016,4,14,2,2,3,2,BB,PRT,Online TA,E,Transient,69.92,1,2016-04-02
15217,Resort Hotel,22,2016,4,15,3,2,2,1,BB,NLD,Online TA,D,Transient-Party,75.75,0,2016-04-03
15218,Resort Hotel,1,2016,4,15,6,0,1,1,BB,FRA,Online TA,A,Transient,56.0,1,2016-04-06
15219,Resort Hotel,21,2016,4,15,6,0,1,2,BB,AUT,Offline TA/TO,D,Transient,59.0,0,2016-04-06
15220,Resort Hotel,6,2016,4,15,6,0,1,1,BB,PRT,Direct,A,Transient,56.0,0,2016-04-06
15221,Resort Hotel,1,2016,4,15,5,0,2,2,BB,PRT,Direct,D,Transient,87.0,0,2016-04-05
15222,Resort Hotel,27,2016,4,15,5,0,2,2,BB,BRA,Direct,D,Transient,75.0,0,2016-04-05
15223,Resort Hotel,0,2016,4,15,6,0,1,2,BB,GBR,Direct,C,Transient,100.0,0,2016-04-06
15224,Resort Hotel,0,2016,4,15,4,1,2,2,BB,PRT,Direct,F,Transient,101.0,0,2016-04-04
15225,Resort Hotel,0,2016,4,15,6,0,1,1,BB,PRT,Online TA,A,Transient,56.0,0,2016-04-06
15226,Resort Hotel,0,2016,4,15,6,0,1,1,BB,PRT,Direct,A,Transient,56.0,0,2016-04-06
15227,Resort Hotel,0,2016,4,15,7,0,1,1,BB,PRT,Online TA,A,Transient,56.0,0,2016-04-07
15228,Resort Hotel,81,2016,4,15,3,2,3,2,BB,PRT,Online TA,A,Transient,52.2,1,2016-04-03
15229,Resort Hotel,0,2016,4,15,6,0,2,2,BB,PRT,Direct,A,Transient,80.0,0,2016-04-06
15230,Resort Hotel,0,2016,4,15,7,0,1,1,BB,ESP,Online TA,A,Transient,56.0,0,2016-04-07
15231,Resort Hotel,60,2016,4,15,3,2,3,2,BB,ESP,Online TA,A,Transient,58.0,2,2016-04-03
15232,Resort Hotel,60,2016,4,15,3,2,3,1,BB,FRA,Online TA,A,Transient,55.0,2,2016-04-03
15233,Resort Hotel,0,2016,4,15,3,2,3,1,BB,PRT,Direct,A,Transient,66.0,0,2016-04-03
15234,Resort Hotel,8,2016,4,15,3,2,3,2,BB,GBR,Online TA,G,Transient,131.0,0,2016-04-03
15235,Resort Hotel,72,2016,4,15,3,2,3,2,HB,GBR,Offline TA/TO,A,Transient,104.0,0,2016-04-03
15236,Resort Hotel,72,2016,4,14,1,2,5,4,BB,GBR,Direct,H,Transient,134.06,0,2016-04-01
15237,Resort Hotel,88,2016,4,15,3,2,3,2,BB,PRT,Online TA,A,Transient,54.5,1,2016-04-03
15238,Resort Hotel,88,2016,4,15,3,2,3,2,BB,GBR,Online TA,A,Transient,52.5,1,2016-04-03
15239,Resort Hotel,76,2016,4,15,3,2,3,2,BB,IRL,Direct,F,Transient,83.3,1,2016-04-03
15240,Resort Hotel,90,2016,4,15,5,0,3,2,BB,CN,Online TA,E,Transient,81.2,1,2016-04-05
15241,Resort Hotel,31,2016,4,14,2,2,4,2,BB,GBR,Online TA,E,Transient,71.56,1,2016-04-02
15242,Resort Hotel,25,2016,4,15,6,0,2,3,BB,LUX,Online TA,H,Transient,126.5,0,2016-04-06
15243,Resort Hotel,48,2016,4,15,4,1,3,2,FB,GBR,Offline TA/TO,A,Transient,79.05,0,2016-04-04
15244,Resort Hotel,0,2016,4,15,7,0,1,2,BB,FRA,Direct,A,Transient,65.0,0,2016-04-07
15245,Resort Hotel,1,2016,4,15,7,0,1,2,BB,ESP,Online TA,A,Transient,65.0,1,2016-04-07
15246,Resort Hotel,0,2016,4,15,5,0,3,1,BB,IRL,Direct,A,Transient,56.0,0,2016-04-05
15247,Resort Hotel,2,2016,4,15,3,2,3,2,BB,ESP,Online TA,D,Transient,77.0,2,2016-04-03
15248,Resort Hotel,77,2016,3,14,30,2,8,2,BB,FIN,Online TA,D,Transient,63.4,1,2016-03-30
15249,Resort Hotel,74,2016,4,15,4,1,4,2,HB,GBR,Offline TA/TO,E,Transient,98.0,2,2016-04-04
15250,Resort Hotel,48,2016,4,15,4,1,4,2,FB,GBR,Offline TA/TO,D,Transient,89.25,0,2016-04-04
15251,Resort Hotel,3,2016,4,15,8,0,1,2,BB,PRT,Groups,A,Transient-Party,54.0,0,2016-04-08
15252,Resort Hotel,15,2016,4,15,5,0,4,2,BB,ITA,Online TA,E,Transient,101.75,1,2016-04-05
15253,Resort Hotel,3,2016,4,15,8,0,1,2,BB,PRT,Groups,A,Transient-Party,54.0,0,2016-04-08
15254,Resort Hotel,3,2016,4,15,8,0,1,2,BB,PRT,Groups,A,Transient-Party,54.0,0,2016-04-08
15255,Resort Hotel,3,2016,4,15,8,0,1,2,BB,PRT,Groups,A,Transient-Party,60.0,0,2016-04-08
15256,Resort Hotel,3,2016,4,15,8,0,1,2,BB,PRT,Groups,A,Transient-Party,54.0,0,2016-04-08
15257,Resort Hotel,3,2016,4,15,8,0,1,1,BB,PRT,Groups,A,Transient-Party,51.0,0,2016-04-08
15258,Resort Hotel,2,2016,4,15,8,0,1,2,BB,PRT,Groups,A,Transient-Party,54.0,0,2016-04-08
15259,Resort Hotel,3,2016,4,15,8,0,1,2,BB,PRT,Groups,A,Transient,54.0,0,2016-04-08
15260,Resort Hotel,1,2016,4,15,6,0,3,2,BB,GBR,Online TA,D,Transient,54.86,0,2016-04-06
15261,Resort Hotel,0,2016,4,15,7,0,2,2,BB,PRT,Direct,A,Transient,71.0,0,2016-04-07
15262,Resort Hotel,32,2016,4,14,2,2,5,1,BB,DEU,Online TA,D,Transient,75.0,1,2016-04-02
15263,Resort Hotel,18,2016,4,14,2,2,5,3,BB,FRA,Direct,G,Transient,156.43,0,2016-04-02
15264,Resort Hotel,2,2016,4,15,3,2,4,2,BB,FRA,Direct,D,Transient,86.67,1,2016-04-03
15265,Resort Hotel,1,2016,4,15,8,0,1,2,BB,FRA,Online TA,A,Transient,71.0,0,2016-04-08
15266,Resort Hotel,17,2016,4,15,7,0,2,2,BB,GBR,Offline TA/TO,D,Transient,53.1,0,2016-04-07
15267,Resort Hotel,25,2016,4,15,4,1,4,2,HB,PRT,Direct,A,Transient,82.74,0,2016-04-04
15268,Resort Hotel,180,2016,11,46,7,1,4,2,FB,PRT,Offline TA/TO,A,Transient,72.0,0,2016-11-07
15269,Resort Hotel,27,2016,4,15,6,0,3,2,BB,GBR,Online TA,D,Transient,72.67,1,2016-04-06
15270,Resort Hotel,1,2016,4,15,4,1,4,2,BB,FRA,Online TA,G,Transient,125.0,0,2016-04-04
15271,Resort Hotel,17,2016,4,15,7,0,2,2,BB,GBR,Offline TA/TO,D,Transient,53.1,0,2016-04-07
15272,Resort Hotel,45,2016,4,15,8,0,1,2,BB,PRT,Online TA,A,Transient-Party,65.0,2,2016-04-08
15273,Resort Hotel,45,2016,4,15,8,0,1,2,BB,PRT,Online TA,A,Transient-Party,65.0,2,2016-04-08
15274,Resort Hotel,25,2016,4,15,4,1,4,1,BB,PRT,Online TA,A,Transient,54.6,1,2016-04-04
15275,Resort Hotel,11,2016,4,15,4,1,4,2,BB,PRT,Offline TA/TO,A,Transient,51.75,1,2016-04-04
15276,Resort Hotel,8,2016,4,15,7,0,2,2,BB,DEU,Online TA,A,Transient,71.0,0,2016-04-07
15277,Resort Hotel,6,2016,4,15,5,0,4,2,BB,PRT,Online TA,A,Transient,65.0,1,2016-04-05
15278,Resort Hotel,24,2016,4,15,4,1,4,2,HB,PRT,Online TA,D,Transient,105.6,2,2016-04-04
15279,Resort Hotel,0,2016,4,15,8,0,1,1,BB,FRA,Direct,A,Transient,56.0,0,2016-04-08
15280,Resort Hotel,71,2016,4,14,2,2,5,2,FB,GBR,Offline TA/TO,D,Transient,89.25,0,2016-04-02
15281,Resort Hotel,32,2016,4,14,2,2,5,2,BB,DEU,Online TA,D,Transient,75.0,1,2016-04-02
15282,Resort Hotel,31,2016,4,14,2,2,6,1,BB,GBR,Online TA,E,Transient,71.11,0,2016-04-02
15283,Resort Hotel,76,2016,4,15,3,2,5,2,BB,GBR,Online TA,E,Transient,59.93,1,2016-04-03
15284,Resort Hotel,22,2016,4,15,7,0,3,2,BB,GBR,Online TA,F,Transient,73.15,1,2016-04-07
15285,Resort Hotel,9,2016,4,15,6,0,4,2,FB,GBR,Offline TA/TO,A,Transient,78.66,0,2016-04-06
15286,Resort Hotel,44,2016,4,15,6,0,4,2,HB,PRT,Direct,A,Transient-Party,83.0,2,2016-04-06
15287,Resort Hotel,44,2016,4,15,6,0,4,2,HB,PRT,Direct,A,Transient,83.0,1,2016-04-06
15288,Resort Hotel,44,2016,4,15,6,0,4,1,HB,PRT,Direct,A,Transient-Party,59.0,1,2016-04-06
15289,Resort Hotel,8,2016,4,15,8,0,2,2,BB,GBR,Online TA,A,Transient,65.0,0,2016-04-08
15290,Resort Hotel,16,2016,4,15,8,0,2,2,BB,PRT,Online TA,E,Transient,85.0,1,2016-04-08
15291,Resort Hotel,10,2016,4,15,9,0,1,2,BB,PRT,Direct,D,Transient,75.0,0,2016-04-09
15292,Resort Hotel,39,2016,4,15,9,0,1,2,BB,PRT,Online TA,A,Transient,70.0,1,2016-04-09
15293,Resort Hotel,10,2016,4,15,7,0,3,2,BB,ESP,Online TA,A,Transient-Party,71.0,1,2016-04-07
15294,Resort Hotel,10,2016,4,15,7,0,3,1,BB,ESP,Online TA,A,Transient-Party,65.0,1,2016-04-07
15295,Resort Hotel,1,2016,4,15,9,0,1,2,BB,PRT,Direct,D,Transient,75.0,2,2016-04-09
15296,Resort Hotel,24,2016,4,15,6,0,4,2,BB,PRT,Direct,D,Transient,59.18,0,2016-04-06
15297,Resort Hotel,49,2016,4,14,1,2,7,2,BB,IRL,Direct,E,Transient-Party,71.0,1,2016-04-01
15298,Resort Hotel,50,2016,4,14,2,2,6,2,BB,GBR,Direct,E,Transient-Party,77.0,1,2016-04-02
15299,Resort Hotel,15,2016,4,15,7,0,3,2,BB,BEL,Online TA,E,Transient,85.0,0,2016-04-07
15300,Resort Hotel,35,2016,4,15,8,0,2,2,BB,PRT,Direct,A,Transient,54.0,0,2016-04-08
15301,Resort Hotel,26,2016,4,15,8,0,2,2,HB,PRT,Direct,D,Transient,93.0,1,2016-04-08
15302,Resort Hotel,143,2016,12,53,30,1,2,2,BB,PRT,Direct,A,Group,150.0,1,2016-12-30
15303,Resort Hotel,27,2016,4,15,6,0,4,2,BB,FRA,Online TA,D,Transient,84.0,1,2016-04-06
15304,Resort Hotel,14,2016,4,16,10,2,2,1,BB,SWE,Online TA,A,Transient,56.0,1,2016-04-10
15305,Resort Hotel,13,2016,4,15,3,2,5,1,BB,PRT,Direct,F,Transient,95.0,0,2016-04-03
15306,Resort Hotel,52,2016,4,15,4,1,5,2,BB,IRL,Direct,E,Transient-Party,71.0,1,2016-04-04
15307,Resort Hotel,27,2016,4,16,11,1,2,2,BB,IRL,Direct,E,Transient,72.0,1,2016-04-11
15308,Resort Hotel,9,2016,4,15,4,2,5,2,HB,FRA,Direct,G,Transient,170.0,1,2016-04-04
15309,Resort Hotel,32,2016,4,15,8,1,2,2,BB,GBR,Offline TA/TO,A,Transient,57.4,2,2016-04-08
15310,Resort Hotel,24,2016,4,15,6,1,4,2,BB,GBR,Online TA,E,Transient,81.6,0,2016-04-06
15311,Resort Hotel,81,2016,4,15,5,1,5,2,BB,FIN,Direct,F,Transient,83.3,1,2016-04-05
15312,Resort Hotel,80,2016,4,15,7,1,3,2,SC,ESP,Groups,A,Transient-Party,51.0,0,2016-04-07
15313,Resort Hotel,0,2016,4,16,10,1,0,2,BB,PRT,Direct,F,Transient,101.0,0,2016-04-10
15314,Resort Hotel,36,2016,3,14,31,3,8,2,BB,FRA,Online TA,D,Transient,101.27,1,2016-03-31
15315,Resort Hotel,3,2016,4,16,11,1,0,2,BB,FRA,Direct,A,Transient,103.0,1,2016-04-11
15316,Resort Hotel,19,2016,4,15,8,1,2,2,BB,GBR,Online TA,A,Transient,73.0,1,2016-04-08
15317,Resort Hotel,52,2016,4,15,7,1,3,2,BB,PRT,Direct,E,Transient,74.7,0,2016-04-07
15318,Resort Hotel,19,2016,4,15,7,1,3,2,BB,USA,Direct,F,Transient,101.0,0,2016-04-07
15319,Resort Hotel,65,2016,4,15,8,1,2,2,BB,IRL,Offline TA/TO,A,Transient,61.4,0,2016-04-08
15320,Resort Hotel,1,2016,4,15,8,1,2,2,BB,GBR,Online TA,D,Transient,60.0,0,2016-04-08
15321,Resort Hotel,9,2016,4,15,9,1,1,2,HB,PRT,Direct,E,Transient,135.5,0,2016-04-09
15322,Resort Hotel,0,2016,4,16,10,1,0,2,BB,CN,Direct,A,Transient,71.0,0,2016-04-10
15323,Resort Hotel,0,2016,4,15,7,1,3,2,BB,GBR,Direct,E,Transient,85.0,0,2016-04-07
15324,Resort Hotel,0,2016,4,16,10,1,0,2,BB,CHE,Online TA,E,Transient,103.0,0,2016-04-10
15325,Resort Hotel,1,2016,4,16,12,0,2,1,BB,BEL,Online TA,E,Transient,95.0,1,2016-04-12
15326,Resort Hotel,77,2016,4,16,12,2,7,2,HB,FRA,Offline TA/TO,D,Transient,78.56,0,2016-04-12
15327,Resort Hotel,26,2016,4,15,5,2,5,2,BB,GBR,Online TA,A,Transient,64.0,0,2016-04-05
15328,Resort Hotel,155,2016,4,15,6,2,4,2,BB,GBR,Online TA,A,Transient,54.2,1,2016-04-06
15329,Resort Hotel,5,2016,4,15,7,2,3,2,HB,ESP,Online TA,E,Transient,117.0,0,2016-04-07
15330,Resort Hotel,0,2016,4,16,11,1,0,1,BB,PRT,Direct,A,Transient,59.4,1,2016-04-11
15331,Resort Hotel,18,2016,4,16,11,1,0,1,BB,PRT,Direct,A,Transient,56.0,0,2016-04-11
15332,Resort Hotel,18,2016,4,16,11,1,0,1,BB,PRT,Direct,A,Transient,62.0,0,2016-04-11
15333,Resort Hotel,3,2016,4,16,11,1,0,1,BB,PRT,Online TA,A,Transient-Party,56.0,1,2016-04-11
15334,Resort Hotel,3,2016,4,16,11,1,0,1,BB,PRT,Online TA,A,Transient-Party,56.0,1,2016-04-11
15335,Resort Hotel,26,2016,4,16,11,1,0,1,BB,PRT,Online TA,A,Transient,56.0,1,2016-04-11
15336,Resort Hotel,45,2016,4,15,8,2,2,2,BB,CHE,Offline TA/TO,E,Transient,69.0,1,2016-04-08
15337,Resort Hotel,31,2016,4,15,8,2,2,2,BB,IRL,Offline TA/TO,D,Transient-Party,53.1,0,2016-04-08
15338,Resort Hotel,0,2016,4,15,8,2,2,2,BB,PRT,Direct,A,Transient,76.0,0,2016-04-08
15339,Resort Hotel,31,2016,4,15,8,2,2,2,BB,IRL,Offline TA/TO,D,Transient-Party,55.1,1,2016-04-08
15340,Resort Hotel,29,2016,4,15,5,2,5,2,BB,GBR,Offline TA/TO,D,Transient,51.59,0,2016-04-05
15341,Resort Hotel,0,2016,4,15,9,2,1,2,HB,ARG,Direct,D,Transient,107.0,0,2016-04-09
15342,Resort Hotel,18,2016,4,16,10,2,0,2,BB,FRA,Online TA,E,Transient,85.0,1,2016-04-10
15343,Resort Hotel,0,2016,4,16,11,1,0,1,BB,ESP,Direct,A,Transient,59.4,1,2016-04-11
15344,Resort Hotel,31,2016,4,15,8,2,2,3,BB,IRL,Offline TA/TO,D,Transient-Party,73.69,0,2016-04-08
15345,Resort Hotel,28,2016,4,16,11,1,0,2,BB,BEL,Online TA,A,Transient,65.0,1,2016-04-11
15346,Resort Hotel,83,2016,4,15,6,2,5,2,BB,NLD,Online TA,A,Transient,52.2,1,2016-04-06
15347,Resort Hotel,0,2016,4,16,12,0,1,2,BB,PRT,Direct,A,Transient,85.0,0,2016-04-12
15348,Resort Hotel,2,2016,4,16,11,1,1,2,BB,ESP,Direct,A,Transient,67.5,0,2016-04-11
15349,Resort Hotel,1,2016,4,15,6,2,5,2,BB,PRT,Online TA,A,Transient,65.0,1,2016-04-06
15350,Resort Hotel,62,2016,4,15,5,2,6,2,BB,POL,Online TA,G,Transient,113.0,3,2016-04-05
15351,Resort Hotel,89,2016,4,16,12,0,1,2,BB,CHE,Offline TA/TO,D,Transient-Party,59.0,1,2016-04-12
15352,Resort Hotel,89,2016,4,16,12,0,1,2,BB,CHE,Offline TA/TO,D,Transient-Party,59.0,1,2016-04-12
15353,Resort Hotel,1,2016,4,16,11,1,1,2,BB,PRT,Online TA,A,Transient,52.0,0,2016-04-11
15354,Resort Hotel,3,2016,4,16,11,1,1,2,BB,PRT,Online TA,D,Transient,75.0,2,2016-04-11
15355,Resort Hotel,12,2016,4,15,9,2,2,2,HB,GBR,Offline TA/TO,A,Transient,61.56,0,2016-04-09
15356,Resort Hotel,49,2016,4,15,6,2,5,2,BB,FRA,Offline TA/TO,E,Transient,63.0,0,2016-04-06
15357,Resort Hotel,26,2016,4,15,9,2,2,3,BB,USA,Direct,H,Transient,146.38,1,2016-04-09
15358,Resort Hotel,25,2016,4,16,12,0,1,1,BB,ESP,Online TA,A,Transient,56.0,0,2016-04-12
15359,Resort Hotel,1,2016,4,16,12,0,1,1,BB,PRT,Offline TA/TO,A,Transient,59.4,0,2016-04-12
15360,Resort Hotel,1,2016,4,16,12,0,1,2,BB,PRT,Offline TA/TO,A,Transient,67.5,0,2016-04-12
15361,Resort Hotel,1,2016,4,16,12,0,1,2,BB,PRT,Offline TA/TO,A,Transient,67.5,0,2016-04-12
15362,Resort Hotel,36,2016,4,15,7,2,5,2,BB,PRT,Online TA,E,Transient,81.51,2,2016-04-07
15363,Resort Hotel,4,2016,4,16,12,0,2,1,BB,PRT,Direct,E,Transient,91.0,0,2016-04-12
15364,Resort Hotel,5,2016,4,16,13,0,1,1,BB,GBR,Direct,E,Transient,85.0,0,2016-04-13
15365,Resort Hotel,3,2016,4,15,7,2,5,2,BB,GBR,Offline TA/TO,E,Contract,71.73,1,2016-04-07
15366,Resort Hotel,99,2016,4,16,13,0,1,2,BB,DEU,Offline TA/TO,D,Transient,59.0,0,2016-04-13
15367,Resort Hotel,27,2016,4,16,12,0,2,1,BB,PRT,Direct,A,Transient,54.0,1,2016-04-12
15368,Resort Hotel,27,2016,4,16,12,0,2,1,BB,PRT,Direct,A,Transient,54.0,1,2016-04-12
15369,Resort Hotel,73,2016,4,15,7,2,5,2,BB,FIN,Online TA,E,Transient,88.0,1,2016-04-07
15370,Resort Hotel,42,2016,4,15,5,2,7,2,HB,DEU,Offline TA/TO,A,Transient,64.78,0,2016-04-05
15371,Resort Hotel,22,2016,4,15,7,2,5,2,HB,GBR,Offline TA/TO,D,Transient,73.25,0,2016-04-07
15372,Resort Hotel,4,2016,4,15,9,2,3,2,BB,IRL,Online TA,A,Transient,67.0,1,2016-04-09
15373,Resort Hotel,61,2016,4,15,9,2,3,3,BB,GBR,Offline TA/TO,A,Transient,62.64,0,2016-04-09
15374,Resort Hotel,14,2016,4,16,11,1,2,2,BB,GBR,Online TA,F,Transient,73.15,1,2016-04-11
15375,Resort Hotel,17,2016,4,16,12,0,2,2,HB,FRA,Online TA,D,Transient,107.0,1,2016-04-12
15376,Resort Hotel,0,2016,4,16,14,0,1,2,BB,FRA,Direct,A,Transient,75.0,1,2016-04-14
15377,Resort Hotel,27,2016,4,16,10,2,2,3,BB,USA,Direct,G,Transient,136.0,0,2016-04-10
15378,Resort Hotel,2,2016,4,16,11,1,2,1,BB,IRL,Direct,E,Transient,76.5,0,2016-04-11
15379,Resort Hotel,0,2016,4,16,13,0,2,1,BB,DEU,Direct,F,Transient,101.0,0,2016-04-13
15380,Resort Hotel,0,2016,4,16,13,0,2,1,BB,DEU,Direct,F,Transient,95.0,0,2016-04-13
15381,Resort Hotel,0,2016,4,16,13,0,2,1,BB,DEU,Direct,F,Transient,95.0,0,2016-04-13
15382,Resort Hotel,95,2016,4,15,9,2,4,2,BB,FRA,Online TA,A,Transient,52.2,2,2016-04-09
15383,Resort Hotel,95,2016,4,15,9,2,4,2,BB,FRA,Online TA,A,Transient,52.2,1,2016-04-09
15384,Resort Hotel,30,2016,4,16,13,0,2,2,BB,BEL,Direct,A,Transient,63.0,0,2016-04-13
15385,Resort Hotel,34,2016,4,16,11,1,3,2,FB,PRT,Offline TA/TO,A,Transient,81.16,0,2016-04-11
15386,Resort Hotel,167,2017,4,15,11,2,7,2,BB,GBR,Direct,E,Transient,80.8,2,2017-04-11
15387,Resort Hotel,6,2016,4,15,7,2,6,2,BB,GBR,Online TA,D,Transient-Party,75.0,0,2016-04-07
15388,Resort Hotel,6,2016,4,15,7,2,6,2,BB,GBR,Online TA,A,Transient-Party,65.0,0,2016-04-07
15389,Resort Hotel,0,2016,4,16,13,0,2,1,BB,PRT,Direct,G,Group,62.75,0,2016-04-13
15390,Resort Hotel,27,2016,4,16,10,2,3,2,BB,GBR,Offline TA/TO,E,Contract,60.3,0,2016-04-10
15391,Resort Hotel,75,2016,4,16,13,0,2,1,BB,HUN,Online TA,A,Transient,55.0,1,2016-04-13
15392,Resort Hotel,65,2016,4,15,8,2,5,2,BB,FIN,Online TA,E,Transient,88.0,1,2016-04-08
15393,Resort Hotel,43,2016,4,16,12,0,3,2,BB,BRA,Online TA,D,Transient,56.21,1,2016-04-12
15394,Resort Hotel,57,2016,4,16,13,0,2,2,BB,ITA,Online TA,A,Transient,64.0,0,2016-04-13
15395,Resort Hotel,43,2016,4,16,12,0,3,2,BB,BRA,Online TA,D,Transient,56.21,1,2016-04-12
15396,Resort Hotel,57,2016,4,16,13,0,2,2,BB,ITA,Online TA,A,Transient,58.0,1,2016-04-13
15397,Resort Hotel,8,2016,4,16,14,0,1,1,BB,USA,Online TA,G,Transient,96.25,0,2016-04-14
15398,Resort Hotel,11,2016,4,16,11,1,3,1,BB,PRT,Online TA,A,Transient,62.0,1,2016-04-11
15399,Resort Hotel,27,2016,4,15,8,2,5,2,HB,DEU,Offline TA/TO,A,Transient,64.8,0,2016-04-08
15400,Resort Hotel,3,2016,4,16,14,0,1,1,HB,PRT,Direct,E,Transient-Party,116.0,0,2016-04-14
15401,Resort Hotel,3,2016,4,16,14,0,1,2,HB,PRT,Direct,E,Transient-Party,125.0,0,2016-04-14
15402,Resort Hotel,28,2016,4,16,13,0,2,2,BB,IND,Direct,A,Transient,60.0,0,2016-04-13
15403,Resort Hotel,28,2016,4,16,13,0,3,3,BB,IND,Direct,A,Group,90.0,0,2016-04-13
15404,Resort Hotel,34,2016,4,16,11,1,3,2,BB,NLD,Offline TA/TO,E,Transient,60.3,0,2016-04-11
15405,Resort Hotel,45,2016,4,16,14,0,1,2,BB,DEU,Online TA,A,Transient,64.0,1,2016-04-14
15406,Resort Hotel,29,2016,4,15,9,2,5,3,BB,IRL,Offline TA/TO,A,Transient,55.89,1,2016-04-09
15407,Resort Hotel,147,2016,4,15,8,2,6,1,HB,FRA,Direct,A,Transient-Party,88.0,0,2016-04-08
15408,Resort Hotel,18,2016,4,16,13,0,3,2,HB,ESP,Offline TA/TO,A,Transient,64.8,0,2016-04-13
15409,Resort Hotel,1,2016,4,16,15,0,1,2,BB,PRT,Online TA,A,Transient,75.0,1,2016-04-15
15410,Resort Hotel,4,2016,4,16,15,0,1,2,BB,PRT,Online TA,E,Transient,95.0,2,2016-04-15
15411,Resort Hotel,1,2016,4,16,16,0,1,2,BB,PRT,Direct,E,Transient,95.0,2,2016-04-16
15412,Resort Hotel,20,2016,4,16,11,1,4,1,BB,PRT,Online TA,E,Transient,61.2,0,2016-04-11
15413,Resort Hotel,0,2016,4,16,15,0,1,2,BB,PRT,Direct,A,Transient,67.5,0,2016-04-15
15414,Resort Hotel,0,2016,4,16,15,0,1,1,BB,PRT,Online TA,A,Transient,52.8,0,2016-04-15
15415,Resort Hotel,117,2016,4,16,12,0,4,2,BB,SWE,Online TA,F,Transient,102.5,1,2016-04-12
15416,Resort Hotel,45,2016,4,16,14,0,2,2,BB,ESP,Online TA,A,Transient,64.0,1,2016-04-14
15417,Resort Hotel,205,2016,4,16,13,0,3,2,BB,FIN,Direct,E,Transient,141.0,0,2016-04-13
15418,Resort Hotel,121,2016,4,15,9,2,5,2,HB,GBR,Offline TA/TO,E,Transient,83.25,0,2016-04-09
15419,Resort Hotel,20,2016,4,16,10,2,4,1,HB,PRT,Online TA,D,Transient-Party,107.0,0,2016-04-10
15420,Resort Hotel,5,2016,4,16,13,0,3,2,BB,FRA,Online TA,F,Transient,95.0,1,2016-04-13
15421,Resort Hotel,20,2016,4,16,10,2,4,2,HB,PRT,Online TA,D,Transient-Party,113.0,2,2016-04-10
15422,Resort Hotel,83,2016,4,16,13,0,3,2,BB,FRA,Online TA,A,Transient,84.0,0,2016-04-13
15423,Resort Hotel,54,2016,4,15,9,2,5,2,BB,GBR,Offline TA/TO,D,Transient,52.2,0,2016-04-09
15424,Resort Hotel,30,2016,4,16,15,0,1,2,BB,GBR,Online TA,E,Transient,65.45,0,2016-04-15
15425,Resort Hotel,228,2017,5,19,13,2,5,2,BB,IRL,Direct,A,Transient,52.8,0,2017-05-13
15426,Resort Hotel,5,2016,4,15,9,2,5,1,HB,GBR,Offline TA/TO,A,Contract,51.0,0,2016-04-09
15427,Resort Hotel,90,2016,4,16,10,2,5,2,BB,DEU,Online TA,A,Transient,52.2,0,2016-04-10
15428,Resort Hotel,87,2016,4,16,10,2,5,2,HB,GBR,Groups,E,Transient-Party,80.81,0,2016-04-10
15429,Resort Hotel,52,2016,4,16,10,2,5,2,HB,DEU,Offline TA/TO,A,Transient,64.8,0,2016-04-10
15430,Resort Hotel,275,2016,4,16,10,2,5,2,HB,GBR,Groups,D,Transient-Party,72.45,0,2016-04-10
15431,Resort Hotel,54,2016,4,16,11,1,5,2,BB,GBR,Offline TA/TO,D,Transient,54.56,0,2016-04-11
15432,Resort Hotel,61,2016,4,16,13,0,4,2,BB,GBR,Online TA,D,Transient,59.65,2,2016-04-13
15433,Resort Hotel,277,2015,10,41,6,2,5,2,HB,GBR,Groups,D,Transient-Party,68.74,0,2015-10-06
15434,Resort Hotel,30,2016,4,17,17,4,5,2,HB,GBR,Groups,D,Transient-Party,70.05,0,2016-04-17
15435,Resort Hotel,249,2016,10,42,14,2,5,2,BB,GBR,Groups,A,Transient-Party,60.36,0,2016-10-14
15436,Resort Hotel,39,2016,4,16,14,0,3,1,BB,FIN,Online TA,D,Transient,57.6,0,2016-04-14
15437,Resort Hotel,129,2016,4,16,16,0,1,2,BB,ESP,Direct,A,Transient,55.3,0,2016-04-16
15438,Resort Hotel,8,2016,4,16,14,0,3,2,HB,ESP,Online TA,E,Transient,90.09,0,2016-04-14
15439,Resort Hotel,7,2016,4,16,11,1,5,3,BB,CHE,Offline TA/TO,E,Transient,102.5,0,2016-04-11
15440,Resort Hotel,12,2016,4,16,13,0,4,2,BB,PRT,Direct,D,Transient,75.0,0,2016-04-13
15441,Resort Hotel,16,2016,4,16,16,0,1,2,HB,ESP,Online TA,A,Transient,84.0,0,2016-04-16
15442,Resort Hotel,0,2016,4,16,12,0,5,1,BB,PRT,Offline TA/TO,A,Transient,55.0,0,2016-04-12
15443,Resort Hotel,24,2016,4,16,13,0,4,2,BB,ESP,Online TA,A,Transient,71.0,1,2016-04-13
15444,Resort Hotel,1,2016,4,16,14,0,3,2,BB,PRT,Online TA,E,Transient,101.0,1,2016-04-14
15445,Resort Hotel,3,2016,4,16,16,0,1,2,BB,ESP,Online TA,E,Transient,95.0,1,2016-04-16
15446,Resort Hotel,11,2016,4,15,8,2,7,3,BB,IRL,Online TA,D,Transient,55.78,0,2016-04-08
15447,Resort Hotel,50,2016,4,16,15,0,2,2,BB,PRT,Online TA,G,Transient,118.0,1,2016-04-15
